"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","modo","gostou","id_cliente"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,115.659960548835,-6.42890018562983,58.9607626229608,0,192253,2021,"a",TRUE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,113.717363858437,-11.3936154094796,49.6510170368981,0,492732,1935,"G#",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,119.808860586665,-6.22681024651593,81.972924255573,0,312531,2014,"g",FALSE,"#ID9155"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,104.357449907867,-6.10496542576875,75.5030173583357,21.5230473063579,168026,2021,"N/A",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,114.373128829233,-6.71135713866164,23.4132520837309,79.3900205618932,185160,2000,"b",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,134.204919765187,-4.59704861895563,65.4280351085263,0,206786,2021,"E",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,150.54650173889,-6.58012297480771,54.2913446683895,0,157694,2021,"F",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79.6546939195172,-11.0089299868021,82.1801235403824,0,158545,2014,"f",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,118.369173744896,-8.5007437160079,81.0893412262753,0,217164,2021,"D#",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,128.800625392959,-13.6574439539699,45.0485890561552,0,173356,1956,"b",FALSE,"#ID9155"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,87.5796320712702,-5.49649703506563,78.3319096333035,19.4875964759783,295775,2006,"c",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91.8052147222366,-7.27362911166313,72.0379126812316,0,199268,2017,"G#",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118.975434570466,-9.70974748530462,79.5547380892127,0,168849,2014,"A#",TRUE,"#ID9155"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,126.757318388997,-8.07663930490566,78.0738181373406,0,126799,2003,"c",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,122.765093155068,-14.9405203175453,33.2612905611853,0,93779,1958,"A#",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,106.227582817682,-6.71026013254834,84.9461135814704,20.7316168628741,258505,2006,"c",FALSE,"#ID9155"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,125.193543651399,-8.33953614371979,43.0200046517586,0,349606,1976,"a#",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,110.599210595598,-6.90720878832003,16.5050004188154,64.1690292968371,235421,1997,"g",TRUE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,132.86535475102,-8.24426307914941,67.2560320421302,0,315795,1995,"A",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,119.724879534606,-6.98605691494108,76.8072632576792,0,222265,2018,"b",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98.6780798490538,-6.85661439267631,74.6525742099668,0,175111,2012,"G#",TRUE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,92.293071202014,-9.01663404770145,71.2103193403271,0,213149,2018,"a",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,112.683793312297,-17.0747574735981,64.891049855479,0,207173,2008,"D#",TRUE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,119.852436617742,-14.7460678906319,38.9474134051269,0,378053,1996,"a",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80.304663577442,-6.76877906311066,72.4632435736434,0,212648,2021,"A#",TRUE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,124.170763363612,-6.57561673888933,59.4227979126722,26.7933442222367,323160,1981,"C",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,95.9687844021298,-6.87418750558157,74.5719670210979,0,226096,2008,"a",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103.061577378565,-6.47553019980919,75.72853273598,0,190424,2015,"D",FALSE,"#ID9155"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,105.674331510172,-8.99285156428686,58.9695864687481,0,224082,2021,"b",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,126.073368851695,-13.2387160896045,32.5252918829086,0,295551,1960,"F",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,94.6064626340616,-8.67135545382157,76.2700992397168,0,138455,2020,"g",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111.174162215918,-7.52826276052205,69.6317637890089,0,147328,2016,"G",TRUE,"#ID9155"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,97.2033432190697,-7.09223515133855,76.8706125035993,22.1715085345802,170533,2021,"F",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,102.503031581661,-7.68163435086368,74.2103665706784,0,151994,1991,"c",TRUE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,124.015519720217,-5.97169863362494,55.969793926216,0,195466,2020,"a#",TRUE,"#ID9155"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,84.4662122301489,-7.43692586620906,29.7832761868564,55.3774599994949,262871,1995,"N/A",TRUE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,132.455983368232,-7.16474849572421,65.4025888827531,0,294945,1985,"E",FALSE,"#ID9155"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,117.313102851915,-5.89573272985641,82.553922622071,0,275184,2001,"c",FALSE,"#ID9155"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,134.126048828517,-7.04612391432194,65.7234606588511,0,297320,1992,"G#",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,74.8302856424131,-6.6937319650718,66.6001636161737,23.6881194360573,211299,2021,"g",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,81.7852649241915,-8.65057218251054,84.5370473371685,0,209160,2021,"E",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,135.625055225403,-9.05893876479713,57.5551482622871,0,240142,1974,"d#",TRUE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,144.016553191119,-4.7370633690097,53.8988327234979,21.5262685853574,166899,2021,"g#",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.320628520603,-5.02379069109164,75.619315228558,0,197300,2013,"g",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.498048493267,-9.59799185963202,73.6662259733421,0,204783,2014,"F",FALSE,"#ID9155"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,72.0495978540975,-16.8294360566093,0,0,238663,1996,"N/A",TRUE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,105.647322613416,-8.17946556380275,67.1596414491882,35.3335828177559,191670,2013,"f#",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,122.379506493879,-7.28050686436966,78.9558499753959,0,204616,2006,"B",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,108.790878150492,-8.98119338426973,27.5641719066128,67.1084210012549,255808,1997,"d",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105.867429081546,-8.90204918839573,83.7375721829893,0,226971,2011,"g",TRUE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,123.614127906241,-6.28124942735974,75.0400965745094,18.3037976014004,220541,2010,"A#",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,138.128196115549,-6.72146648575593,71.2351136270028,0,278557,2003,"D#",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,125.974544332616,-7.91453346983272,76.9646242259118,0,200852,2016,"g",TRUE,"#ID9155"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,107.859096452559,-6.08668956709317,69.5272064894079,17.0928916353016,248403,2015,"N/A",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,128.063474429821,-7.62150481851127,82.1379843846348,0,236349,2001,"b",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,114.141913669762,-6.67550096025088,78.5920913007123,0,169728,2018,"f",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,91.0607425187291,-4.62939299148145,73.0403891085401,0,185911,2021,"f#",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,116.060478604164,-4.8222299599578,65.5602527037483,40.1120151711321,244325,1959,"a",FALSE,"#ID9155"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,102.161329842029,-7.68916503730687,15.2489626877174,69.4333648870413,265544,2004,"A#",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,85.4024393260989,-7.38970400121546,78.1524050421516,0,259203,2020,"d",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,104.779827050098,-6.58151537448481,74.2078965526867,11.1817467201656,203150,2012,"c",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,136.338916795726,-5.90796546951175,49.7770413545408,13.976148440062,162937,2020,"c",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.674943291997,-6.54948188079364,57.0916550199292,0,176676,2021,"a",FALSE,"#ID9155"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,99.8610881290396,-5.547091290053,73.4504535112676,0,230388,2005,"d#",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145.667845971077,-10.0237233053342,71.93448210249,43.0777700736444,288392,2003,"d",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82.5794976336266,-8.39750569418488,70.4647383081931,0,178000,2015,"C#",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99.8255571010861,-7.27728528301038,64.0015086309856,0,213454,2021,"d",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94.6005688882465,-6.71552051087053,71.8998129308342,0,189292,2015,"F",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,107.612594246372,-9.58071111697292,72.0796396019714,0,226197,1997,"a#",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,80.98579013699,-6.01001690703126,23.2042854209265,84.3977590643831,234139,2004,"N/A",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90.448710609108,-8.86999200849518,89.4655596699305,0,253153,1997,"f",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84.010925427465,-8.71208002045895,71.7306142780347,0,226536,2021,"D#",FALSE,"#ID9155"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.674503379172,-7.90292845307579,75.4540958239975,20.6354294520571,177195,2015,"F",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,95.3094329572711,-7.15611243786616,79.5878538785805,0,177102,2019,"C",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,83.007142318209,-7.25402231352034,81.5059274087972,0,216235,1997,"B",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92.7653081106566,-8.29818842316226,75.7482803039634,0,193528,2015,"G",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,130.111338010412,-7.73068591742139,73.648610749718,0,189096,2015,"E",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,115.862596675936,-5.84983723683835,70.0512888761151,0,367904,2015,"B",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,122.391666923703,-9.00422448043346,78.470081030553,0,204697,2015,"c",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,91.9861630094219,-5.4945492100225,13.7828900677934,79.7002705380146,178473,2010,"A#",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.0328003984703,-6.75161771074594,75.9268585148781,0,197122,2013,"C#",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101.136756062405,-11.2770400604381,69.2947665433932,0,198254,2006,"C",TRUE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,114.958043106065,-10.2084774220755,25.7538245271451,0,352355,1983,"a#",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,121.483522269143,-6.9446549351312,51.663689462026,0,400229,1972,"C#",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.5769081820247,-8.15070310214315,67.955611630135,0,193507,2018,"D",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,122.396474265807,-7.97286269529887,75.6331489159507,0,269947,1968,"A",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,97.8640264152379,-6.74235107804445,23.4216468637566,67.8514062515604,256227,2017,"E",TRUE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,78.3374841302639,-7.03579376504463,22.9575580683244,70.89798284814,202490,1999,"g#",TRUE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,86.1866369660976,-8.18242363402125,16.6753671099164,85.1944030897389,171202,2003,"d#",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,84.3683773057828,-8.5814619200703,74.6847955979119,0,143808,2021,"C",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,90.7428154649298,-7.04036492088378,21.5140547302892,72.4272302803975,200187,2007,"F",TRUE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,116.738436416877,-6.76766540643413,71.4663488829038,34.3168367673169,262572,1981,"G",TRUE,"#ID9155"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,135.401476258009,-6.34791210532742,75.2523400976658,0,279739,2018,"g",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,118.617256336918,-5.76811938880455,21.5751051986123,87.1587955559543,141412,2003,"N/A",TRUE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,131.875911135099,-7.39591289861714,65.337648180442,0,186627,2021,"d",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99.1611603440063,-9.39995767049587,86.0780049211923,0,179752,2014,"F",FALSE,"#ID9155"
"Nenhuma",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,110.558895062605,-7.29783832877356,71.8522330702046,0,262725,2017,"N/A",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,117.45712095886,-5.81454635957871,51.7473345644266,0,227129,2020,"c#",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,105.421932500122,-8.90831805528729,17.9686724823533,59.7741164781169,266334,2003,"e",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,128.91093840403,-7.67544167471625,74.9033383746476,0,172302,2012,"c#",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,58.7038162952863,-8.82452199663758,69.8112106076429,0,413586,2012,"b",TRUE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,120.972698834867,-7.00406903018731,55.3030136096405,17.6542014293227,219385,2019,"F",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,123.845498369869,-5.9098786692244,13.2558439754119,0,505148,2018,"F",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,127.426403926314,-8.00902859823364,71.9231953555468,21.0210918021224,199237,2004,"C",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115.034940195613,-9.49847695346748,78.8864923089163,0,204419,2015,"A",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88.1833491543895,-9.85879848401571,75.1936479440238,0,240662,2017,"A",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110.21429295025,-9.35660170219858,74.5316712714339,0,183825,2016,"D",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75.1070215538073,-12.3882254790777,68.5259341546177,0,248081,2021,"N/A",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145.326023366031,-6.49669762714881,64.5828631561214,0,217928,2016,"C",FALSE,"#ID9155"
"Nenhuma",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,145.008881751931,-20.4495490205447,0,0,333728,1990,"N/A",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,98.3824797068459,-6.53686490012457,77.7768851790929,0,152626,2021,"F",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90.9281021072232,-6.40254735201404,79.5254262790523,0,230308,1997,"a",TRUE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,104.492642128022,-7.38544277628921,65.373231025606,0,223196,1957,"D",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,107.310234987745,-8.57572902751941,73.2274803240311,15.3000316407319,283451,2002,"C",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,83.0878471626353,-5.09993353816179,82.2796040393235,0,144351,2017,"C",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,85.8047618503749,-11.109383383223,71.6078036508929,0,201702,2019,"G#",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,78.1953660314009,-10.4138999621933,69.7802338132854,0,191307,2014,"D",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,125.275741534933,-6.45840034417791,78.5904626081732,0,222319,2004,"G",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80.323987849328,-8.55335324547608,73.9855768022805,0,229169,2020,"d",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105.794998294736,-8.50288418348844,72.5328020871493,0,220904,2011,"A#",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,82.7503085537145,-8.27299145988239,28.3774708983505,79.2187880774428,209578,2003,"d",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.333965330827,-5.70932128152439,58.073495652633,0,160760,2021,"C",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,86.2885750267327,-7.82185407987764,73.9906299096801,0,171472,2014,"G",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,129.47742591487,-14.8048925581386,40.1381211425037,0,256259,2002,"B",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,136.503252789213,-6.6892458204955,60.8881161401408,0,186410,2019,"C",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,81.6040189125565,-13.8387389007728,79.1043602243388,0,139143,2021,"G",TRUE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.173360524973,-8.05701543606012,73.4001537290855,27.5864380558943,243716,1974,"A",FALSE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,66.805813220903,-7.02822427635838,55.5928819193381,0,165161,2021,"F",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,99.7281969581781,-7.88156632599117,22.6700394039306,56.287085375309,298926,2012,"N/A",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,109.939724194966,-5.6224149819499,76.890795200089,0,214394,2009,"f#",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,76.7823397169801,-10.1408205192827,75.4171854732247,0,204033,2021,"b",TRUE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,137.050267264171,-9.21773254485792,74.2256636008853,0,244725,1990,"D#",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,108.097103300958,-8.40035240439139,75.1233248247295,0,192169,2014,"E",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92.9491407711442,-9.21902239247359,71.5720032802456,0,217072,2016,"C#",TRUE,"#ID9155"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,171.93887783598,-5.50788229326554,54.4844666138334,0,156976,2021,"C",FALSE,"#ID9155"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,127.409397331376,-8.96006858034749,69.5237668611639,39.2765306162241,316242,1990,"G",FALSE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82.4744036020858,-3.94431813068752,70.5951945425,0,203653,2021,"f",TRUE,"#ID9155"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,60.7304374344346,-19.240268183201,0,0,230018,2013,"N/A",FALSE,"#ID9155"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,119.96899820721,-7.8351761040885,49.9881325242473,0,156309,1952,"C",FALSE,"#ID9155"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75.929655202102,-16.1386786154714,80.5424196738031,0,190771,2021,"d",TRUE,"#ID9155"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,91.6357881829754,-11.6864812730149,72.1674743178525,0,202802,2019,"N/A",FALSE,"#ID9155"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,113.558812030941,-7.44259593113,74.8450097406129,20.4384846528162,211506,2021,"C",FALSE,"#ID9155"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,117.766570036476,-7.76332517113476,63.3689764708338,13.7655048157425,181598,2019,"C",FALSE,"#ID9155"
